@relation FeatureVectors

@attribute sourceLine numeric
@attribute uniOPERATORCount numeric
@attribute uniOperandCount numeric
@attribute totalOPERATORCount numeric
@attribute totalOperandCount numeric
@attribute totalMethodInvocCount numeric
@attribute libraryMethodInvocCount numeric
@attribute localMethodInvocCount numeric
@attribute otherMethodInvocCount numeric
@attribute totalParameterCount numeric
@attribute isLocalClone numeric
@attribute simFileName numeric
@attribute simMaskedFileName numeric
@attribute simMethodName numeric
@attribute simTotalParaName numeric
@attribute simMaxParaName numeric
@attribute simTotalParaType numeric
@attribute isSameBlockInfo numeric
@attribute simCloneFragments numeric
@attribute this_or_super numeric
@attribute assignment numeric
@attribute identifier numeric
@attribute if_then_statement numeric
@attribute if_then_else_statement numeric
@attribute switch_statement numeric
@attribute while_statement numeric
@attribute do_statement numeric
@attribute for_statement numeric
@attribute consistency numeric

@data
99,40,36,186,105,30,23,3,4,13,0,0.915789,1,1,7.238095,1,8.023077,1,0.72,1,3,17,10,0,0,0,0,0,1
48,24,16,69,38,10,3,3,4,2,0,0.778947,1,1,1,1,1,1,1,0,2,2,5,0,0,0,0,1,1
20,18,7,53,19,13,9,2,2,2,0,0.778947,1,0.35,0.25,0.25,1,1,0.92,0,0,0,2,0,0,1,0,0,1
14,15,7,31,15,7,3,0,4,2,0,0.910112,1,1,2.166667,1,2.166667,1,0.9,0,0,1,1,0,0,0,0,0,1
10,10,10,35,24,4,2,2,0,0,0,0.910112,1,0.578947,4.133333,1,4.839316,1,0.9,9,8,0,0,0,0,0,0,0,0
42,28,20,58,39,7,4,0,3,4,0,0.673913,1,1,1,1,1,0,0.71,0,0,3,1,0,0,1,0,1,0
44,29,15,76,38,16,7,3,6,6,1,1,0,0,0,0,0,1,0.72,0,1,2,3,0,0,0,0,0,0
12,11,9,24,33,3,3,0,0,15,1,1,0,0,1,1,1.166667,0,0.7,0,1,7,0,1,0,0,0,0,1
10,15,10,42,27,10,4,0,6,7,1,1,0,0.583333,1,1,1,1,0.9,0,1,7,0,0,0,0,0,1,1
13,11,7,49,26,16,6,0,10,14,1,1,0,0.777778,1,1,1,1,0.83,0,0,8,0,0,0,0,0,0,1
18,11,9,55,36,12,4,0,8,22,0,0.822785,1,1,1,1,1,1,0.93,0,0,10,0,0,0,0,0,0,1
26,9,7,37,20,8,3,0,5,10,0,0.822785,1,1,1,1,1,1,0.94,0,0,7,0,0,0,0,0,0,1
43,13,13,27,31,0,0,0,0,0,0,0.666667,1,0.166667,1,1,1,1,0.76,1,0,7,0,0,0,0,0,0,1
60,18,18,226,112,68,28,0,40,63,1,1,0,0.625,1,1,1,1,0.81,0,1,24,0,0,0,0,0,0,1
56,11,23,105,91,30,0,18,12,42,1,1,0,0.692308,1,1,1,1,1,0,0,21,0,0,0,0,0,0,1
13,13,7,25,17,5,1,0,4,3,0,0.511905,1,1,2.857143,1,2.222222,1,1,0,0,0,1,0,0,0,0,0,1
32,25,22,74,55,15,10,2,3,12,0,0.802632,1,1,1,1,1,1,0.8,0,1,8,0,0,0,0,0,2,1
28,19,14,62,38,13,7,0,6,10,1,1,0,0.766667,1,1,1,1,0.7,0,0,8,0,0,0,0,0,1,1
16,13,7,30,14,4,4,0,0,4,0,0.925,1,1,1,1,1,1,0.9,0,2,3,0,1,0,0,0,0,0
12,9,6,28,17,6,0,1,5,10,1,1,0,0.4,1,1,1,0,0.71,0,1,3,2,0,0,0,0,0,1
12,9,6,28,17,6,0,1,5,10,1,1,0,0.4,1,1,1,0,0.71,0,1,3,2,0,0,0,0,0,1
11,15,8,30,27,3,3,0,0,4,0,0.681818,1,1,1,1,1,1,0.9,4,2,3,0,0,0,0,0,1,0
19,11,9,26,20,3,3,0,0,3,1,1,0,1,1,1,1,0,1,0,3,3,2,1,0,0,0,0,1
52,13,16,74,39,16,0,8,8,20,0,0.796748,1,1,1,1,1,1,0.77,0,0,19,0,0,0,0,0,0,0
47,15,16,83,54,22,16,2,4,14,1,1,0,0.948718,1,1,1,1,0.77,0,0,11,0,0,0,0,0,0,0
27,16,15,32,28,3,1,2,0,3,1,1,0,0.727273,1,1,1,1,0.76,1,2,4,2,0,0,0,0,0,0
26,17,10,34,22,4,3,0,1,1,0,0.757895,1,0.32,1,1,1,1,0.74,0,2,3,1,0,0,0,0,0,0
26,17,10,34,22,4,3,0,1,1,0,0.757895,1,0.32,1,1,1,1,0.74,0,2,3,1,0,0,0,0,0,0
26,17,10,34,22,4,3,0,1,1,0,0.757895,1,0.32,1,1,1,1,0.74,0,2,3,1,0,0,0,0,0,0
12,13,7,25,12,5,3,2,0,1,0,0.914894,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
70,45,28,152,78,32,22,4,6,13,0,0.914894,1,1,1,1,1,1,0.74,0,6,6,3,1,0,0,0,1,1
23,23,16,83,52,15,7,2,6,5,0,0.910112,1,0.578947,8.076191,1,10.121367,1,0.83,16,10,0,1,0,0,0,0,0,1
45,21,21,105,76,27,4,20,3,27,1,1,0,0.758621,1,1,1,1,0.7,0,0,7,0,0,0,0,0,0,1
21,16,11,32,20,5,1,2,2,6,0,0.942029,1,1,1,1,1,1,0.9,0,0,1,1,0,0,0,0,0,0
34,7,5,36,17,8,0,8,0,8,0,0.910891,1,1,1,1,1,1,0.76,0,0,8,0,0,0,0,0,0,1
16,10,8,16,9,2,0,2,0,0,0,0.636364,1,0.125,0,0,0,0,0.72,0,2,2,2,0,0,0,0,0,1
13,11,5,16,12,1,0,1,0,0,0,0.68,1,0.235294,1,1,1,1,0.7,0,2,1,1,0,0,0,0,0,0
14,9,6,12,11,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,4,2,0,0,0,0,0,1
14,9,6,12,11,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,4,2,0,0,0,0,0,1
13,12,7,32,18,7,3,4,0,2,0,0.931507,1,1,1,1,1,1,0.769231,1,0,0,2,0,0,0,0,0,0
13,12,7,32,18,7,3,4,0,2,0,0.931507,1,1,1,1,1,1,0.769231,1,0,0,2,0,0,0,0,0,0
